Código,Nombre,SubCategoría,Costo,Precio
7503033076842,BIG COLA 300ML,AJE,$6.083,$8.000
7503027753186,BIG COLA 911ML,AJE,$13.000,$16.000
813962527061,AGUA DOÑA VITA 1.5 LT,AJE,$3.596,$10.000
813962512036,AGUA DOÑA VITA 500 ML,AJE,$2.770,$7.000
7503033076989,BIG COLA 1.5 LT,AJE,$15.667,$20.000
7503033076958,BIG COLA 500ML,AJE,$8.667,$11.000
7503033076941,BIG COLA 300ML,AJE,$5.389,$6.000
7503037623691,VIDA AGUA NATURAL 3 LT,AJE,$13.000,$20.000
7503018023953,SANGRIA SEÑORIAL SIN AZUCAR 600 ML,AJE,$11.500,$15.000
7503018023779,SANGRIA SEÑORIAL 355ML,AJE,$9.000,$13.000
7500326103322,SANGRIA SEÑORIAL 1 LT,AJE,$21.000,$23.000
7503030524056,CITRUS  PUNCH 3 LT CITRICOS,AJE,$25.000,$26.000
7500326103339,SANGRIA SEÑORIAL 2 L,AJE,$29.380,$28.000
7506241202478,AQUA AJE 1.5 L,AJE,$9.000,$9.000
7506241202461,AQUA AJE 1 LITRO,AJE,$7.000,$7.000
7506241203543,CITRUS PUNCH 3.3 L,AJE,$21.000,$25.000
7503027753353,AQUA 625 ML,AJE,$6.000,$5.000
7506241202447,AQUA AJE 360 ML,AJE,$4.000,$4.000
7500326103551,TREBOL LIMON 600ML,AJE,$9.000,$11.000
7500326103582,TREBOL MANZANA 600ML,AJE,$9.000,$11.000
7500326103568,TREBOL FRESA 600ML,AJE,$9.000,$11.000
7500326103346,SANGRIA SEÑORIAL 2.6 LT,AJE,$35.333,$45.000
7500326103360,SANGRIA SEÑORIAL 600 ML,AJE,$13.750,$18.000
7501055905034,ALPURA SELECTA 100% VACA 1 LT,ALPURA,$0.000,$30.000
7501055917556,ALPURA YOGURT BEBIBLE PIÑA Y COCO 245GR,ALPURA,$0.000,$15.000
7501055917525,ALPURA YOGURT BEBIBLE MANZANA 245GR,ALPURA,$0.000,$15.000
7501055900022,ALPURA CLASICA FRESCA 1LT,ALPURA,$0.000,$27.000
7501055917532,ALPURA YOGURT BEBIBLE DURAZNO 245ML,ALPURA,$0.000,$16.000
7501055917549,ALPURA YOGURT BEBIBLE FRESA 245ML,ALPURA,$0.000,$16.000
7501055914036,ALPURA MANTEQUILLA SIN SAL,ALPURA,$17.740,$25.000
7501055917495,ALPURA YOGURT DE MANZANA 140GR,ALPURA,$6.300,$9.000
7501055917518,ALPURA YOGURT DE MANGO 140GR,ALPURA,$6.300,$9.000
7501055917501,ALPURA YOGURT DE DURAZNO 140GR,ALPURA,$6.300,$9.000
7501055917488,ALPURA YOGURT DE FRESA  140GR,ALPURA,$6.300,$9.000
75010555912537,ALPURA YOGURTH SABOR GUAYABA,ALPURA,$6.300,$9.000
7501055909575,ALPURA MALTEADA CHOCOLATE 250ML,ALPURA,$9.960,$13.000
7501055916177,ALPURA TETRAPACK FRUTAL FRESA 250ML,ALPURA,$0.000,$13.000
7501055914852,ALPURA YOGHURT MANGO 220GR,ALPURA,$12.000,$15.000
7501055916887,ALPURA FRUTAL FRESA PLATANO 900ML,ALPURA,$27.600,$35.000
7501055916931,FRUTAL FRESA- ZARZAMORA 1LT,ALPURA,$29.430,$34.000
7501055916900,ALPURA FRUTAL  MANGO 900ML,ALPURA,$29.440,$35.000
7501055914630,ALPURA BEBIBLE FRESA MORA 220G,ALPURA,$12.000,$15.000
7501055917235,YOGURTH ALPURA CRUNCHY ARROZ INFLADO 125G,ALPURA,$11.760,$15.000
7501055917242,YOGURTH ALPURA CRUNCHY HOJUELAS DE MAIZ 125G,ALPURA,$11.760,$15.000
7501055917259,YOGURTH ALPURA CRUNCHY ARITOS DE MAIZ TRIGO Y AVENA 125G,ALPURA,$11.760,$15.000
7501055915224,ALPURA CREMA DESLACTOSADA 200 GR,ALPURA,$19.550,$24.000
7501055915118,LECHE ALPURA CLASICA 200 ML.,ALPURA,$8.740,$12.000
7501055916030,CREMA ALPURA DESLACTOSADA 426 ML,ALPURA,$35.680,$44.000
7501055916740,ALPURA FRESCA DESLACTOSADA 1L.,ALPURA,$24.880,$28.000
7501055916894,ALPURA FRUTAL FRESA 900ML,ALPURA,$29.440,$37.000
7501055916917,ALPURA FRUTAL DURAZNO 900ML,ALPURA,$29.440,$32.000
7501055915682,LECHE ALPURA DE FRESA 200ML,ALPURA,$9.130,$12.000
7501055915705,LECHE ALPURA DE VAINILLA 200 ML,ALPURA,$8.700,$12.000
7501055916580,ALPURA DE VASO SABOR FRESA 120G,ALPURA,$6.800,$9.000
7501055916689,ALPURA DE VASO DE MANZANA 120 G,ALPURA,$7.000,$7.000
7501055916665,ALPURA DE VASO DE MANGO 120 G,ALPURA,$7.000,$9.000
7501055915620,ALPURA VAQUITA DE FRESA 180 ML,ALPURA,$9.000,$10.000
7501055909544,CREMA ALPURA 900ML,ALPURA,$60.800,$75.000
7501055915644,MALTEADA ALPURA SABOR VAINILLA 180 ML,ALPURA,$9.000,$10.000
7501055909421,CREMA ALPURA SELECTA 450ML,ALPURA,$30.000,$30.000
7501055909797,ALPURA NAT. 250ML,ALPURA,$8.788,$8.000
7501055912476,YOGURT ALPURA ZARZAMORA 125GR,ALPURA,$6.300,$9.000
7501055912438,ALPURA YOGHURT BATIDO MANZANA 125GR,ALPURA,$6.300,$9.000
7501055909124,ALPURA FRUTAL DE MANZANA  VERDE 250 ML,ALPURA,$8.000,$9.000
7501055909254,ALPURA FRUTAL DE FRUTOS DEL BOSQUE 250 ML,ALPURA,$0.000,$13.000
4514845145841,CREMA ALPURA CHICA,ALPURA,$13.000,$18.000
021541214,LECHE ALPURA DE VAINILLA DE 1 L,ALPURA,$23.000,$31.000
7501055903801,ALPURA FRUTAL DE MANGO 1 L,ALPURA,$23.000,$28.000
7501055903795,ALPURA FRUTAL DE DURAZNO 1 L,ALPURA,$23.000,$28.000
7501055916924,ALPURA FRUTAL PIÑA COCO 1 LT,ALPURA,$29.440,$35.000
7501055905850,ALPURA FRUTAL PIÑA COCO 250ML,ALPURA,$10.440,$13.000
7501055912452,ALPURA YOGHURT BATIDO MANGO 125GR,ALPURA,$0.000,$9.000
7501055903788,ALPURA FRUTAL DE FRESA NET. 1 L,ALPURA,$23.000,$28.000
7501055912414,ALPURA YOGHURT BATIDO DURAZNO 125GR,ALPURA,$6.300,$7.000
1581021510,ALPURA FRUTAL  MANGO  1 L,ALPURA,$23.000,$28.000
7501055912391,ALPURA YOGHURT BATIDO FRESA 125GR,ALPURA,$6.300,$9.000
7501055909520,ALPURA CREMA CHICA DE 200 ML,ALPURA,$17.480,$20.000
7501055916016,ALPURA CREMA 426 ML,ALPURA,$33.670,$40.000
7501055913497,BADMOOD FRESA 330ML,ALPURA,$12.000,$12.000
7501055913473,BADMOOD VAINILLA/CAJETA 330ML,ALPURA,$12.000,$12.000
7501055913466,BADMOOD PAY DE LIMON 330ML,ALPURA,$12.000,$12.000
4000074321090,LA VACA PINTA ENTERA 1 LT,ALPURA,$11.000,$13.000
7501055905836,YOGURT FRUTAL ALPURA FRESA 250ML,ALPURA,$10.440,$13.000
7501055905843,YOGURT FRUTAL ALPURA DURAZNO 250ML,ALPURA,$0.000,$13.000
7501055905942,YOGURT FRUTAL ALPURA GUANABANA 250ML,ALPURA,$6.000,$8.000
7501055914821,YOGURT ALPURA BEBIBLE MANZANA 250GR,ALPURA,$13.000,$15.000
7501055914814,YOGURT ALPURA BEBIBLE PIÑA-COCO 220GR,ALPURA,$12.000,$15.000
7501055914807,YOGURT ALPURA BEBIBLE FRESA-COCO 250GR,ALPURA,$12.000,$15.000
7501055914845,YOGURT ALPURA BEBIBLE FRESA 220GR,ALPURA,$12.000,$15.000
7501055914838,YOGURT ALPURA BEBIBLE DURAZNO 220GR,ALPURA,$12.000,$15.000
7501055902125,YOGURT ALPURA BEBIBLE MANGO 250GR,ALPURA,$6.000,$8.000
7501055908080,LECHE EVAPORADA 356ML ALPURA,ALPURA,$9.000,$13.000
7501055900084,MALTEADA VAINILLA ALPURA 1 LT,ALPURA,$25.500,$34.000
7501055359066,BARISTA BROS CAFE CON LECHE 250ML,ALPURA,$0.000,$17.000
7501055915668,LECHE ALPURA DE CHOCOLATE 200ML,ALPURA,$9.130,$12.000
7501055900077,LECHE ALPURA DE FRESA 1 LT,ALPURA,$25.500,$34.000
7501055900060,LECHE ALPURA DE CHOCOLATE 1 LT,ALPURA,$28.710,$34.000
7501055915606,MALTEADA ALPURA CHOCOLATE 180ML,ALPURA,$0.000,$10.000
7501055909599,MALTEADA ALPURA VAINILLA 250ML,ALPURA,$9.240,$13.000
7501055909582,MALTEADA ALPURA FRESA 250ML,ALPURA,$9.240,$13.000
7501055900039,ALPURA CLASICA 1 LT,ALPURA,$22.000,$28.000
7501055900046,ALPURA SEMI 1 LT,ALPURA,$25.760,$28.000
7501055900800,ALPURA LIGHT 1 LT,ALPURA,$25.760,$28.000
7501055904143,ALPURA DESLACTOSADA LIGHT 1 LT,ALPURA,$25.840,$28.000
7501055901425,ALPURA DESLACTOSADA 1 LT,ALPURA,$23.180,$28.000
7501003694416,ANIS DOMECQ DULCE 200ML,ANIS Y ROMPOPES,$0.000,$58.000
8410337219020,ANIS DEL MONO 1LT,ANIS Y ROMPOPES,$0.000,$380.000
7501022899113,CORONADO ROMPOPE VAINILLA 1L,ANIS Y ROMPOPES,$0.000,$190.000
7501035030190,SANTA CLARA ROMPOPE 1L,ANIS Y ROMPOPES,$0.000,$195.000
7501479700031,ANIS DEL CHANGO 250ML,ANIS Y ROMPOPES,$0.000,$51.000
7501022899397,ROMPOPE CORONADO DE PIÑON 900 ML,ANIS Y ROMPOPES,$138.000,$151.000
7503023578639,LOS REYES 900ML,ANIS Y ROMPOPES,$86.000,$102.000
7501035030107,ROMPOPE SANTA CLARA 1 LT,ANIS Y ROMPOPES,$0.000,$112.000
7501022899120,ROMPOPE CORONADO 1 L,ANIS Y ROMPOPES,$145.999,$190.000
7501043706407,ANIS MICO DULCE 1 LT,ANIS Y ROMPOPES,$136.996,$172.000
7501043706100,ANIS MICO DULCE 250ML,ANIS Y ROMPOPES,$38.509,$54.000
744607009409,NEW MIX TAMARINDO PIKOSITO 473 ML,BAJA GRADUACION,$0.000,$35.000
7501032485795,GOMICHELA BEAT 2L,BAJA GRADUACION,$0.000,$95.000
7503034941774,PACIFICO SUAVE 410ML,BAJA GRADUACION,$0.000,$22.000
7501032485757,VIUDA DE ROMERO CANTOR 355ML,BAJA GRADUACION,$0.000,$20.000
7501067607155,GOTA REAL SIDRA DURAZNO 355ML,BAJA GRADUACION,$0.000,$25.000
7501067608152,GOTA REAL SIDRA PERA 355ML,BAJA GRADUACION,$0.000,$25.000
7501067606349,GOTA REAL SIDRA ROSADA 1.72 LT,BAJA GRADUACION,$0.000,$165.000
7502213349448,HUASTECO IMPERIAL 600ML,BAJA GRADUACION,$0.000,$22.000
7500326957741,CAÑA DE ORO 1150ML,BAJA GRADUACION,$0.000,$49.000
7501053675205,VIÑA REAL BLUEBERRY 1L,BAJA GRADUACION,$0.000,$57.000
7501772803828,PARIS DE NOCHE 3LT,BAJA GRADUACION,$0.000,$130.000
7501064193873,BUD LIGHT 355ML,BAJA GRADUACION,$0.000,$18.000
7506192510721,KOOL FRESA & MORAS 355ML,BAJA GRADUACION,$0.000,$22.000
7501772803866,KOSAKO VODKA TAMARINDO 1LT,BAJA GRADUACION,$0.000,$48.000
7501053200520,"VIÑA REAL FRESA SANDIA 2,6LT",BAJA GRADUACION,$0.000,$179.000
7501053675311,"VIÑA REAL MANGO MARACUYAN 2,6LT",BAJA GRADUACION,$0.000,$179.000
7501053200513,"VIÑA REAL BLUBERRY 2,6LT",BAJA GRADUACION,$0.000,$179.000
7501772803965,KOSAKO VODKA NARANJA TONIC 600 ML,BAJA GRADUACION,$0.000,$33.000
7501772804153,KOSAKO SANGRIA 600ML,BAJA GRADUACION,$0.000,$32.000
7501032485818,VIUDA DE ROMERO PALOMA 275 ML,BAJA GRADUACION,$14.000,$18.000
7501032485825,VIUDA DE ROMERO CANTOR 275 ML,BAJA GRADUACION,$14.000,$18.000
7501772804078,KOSAKO VODKA FRESA 600 ML,BAJA GRADUACION,$28.500,$35.000
7501772804108,KOSAKO VODKA AZULGRANA 600 ML,BAJA GRADUACION,$28.500,$35.000
849806005723,FOUR LOKO PEACH 473 ML,BAJA GRADUACION,$30.010,$35.000
7503021910103,SKY COSMO ARANDANO LATA 355ML,BAJA GRADUACION,$25.250,$35.000
7501053200605,VIÑA REAL DURAZNO MANGO 400ML,BAJA GRADUACION,$20.583,$25.000
7501053673065,VIÑA REAL BLUEBERRY 355ML,BAJA GRADUACION,$18.700,$25.000
7501053672051,VIÑA REAL FRESA SANDIA 355ML,BAJA GRADUACION,$18.700,$25.000
7502247080454,DOUGLASS LATA WHISKEY 473ML,BAJA GRADUACION,$23.210,$35.000
7501772803750,KOSAKO GROSELLA 2 LT,BAJA GRADUACION,$76.700,$95.000
7501772803637,KOSAKO GUARANA PINK 2 LT,BAJA GRADUACION,$76.700,$95.000
7501053200506,VIÑA REAL DURAZNO 2.6LT,BAJA GRADUACION,$108.333,$138.000
7506192510028,MR BLUE AZULITO 473 ML,BAJA GRADUACION,$20.000,$25.000
7503021910073,SKYY CITRUS LATA 355 ML,BAJA GRADUACION,$25.250,$35.000
7503021910097,SKYY MANZANA VERDE LATA 355 ML,BAJA GRADUACION,$27.083,$35.000
7503021910110,SKYY MANGO-DURAZNO LATA 355 ML,BAJA GRADUACION,$28.500,$33.000
7503021260758,CUBARAIMA 473 ML,BAJA GRADUACION,$24.375,$32.000
664804000439,SKYY TAMARINDO 275 ML,BAJA GRADUACION,$23.000,$33.000
7502247081833,RANCHO MIX CANTARITO 473ML,BAJA GRADUACION,$0.000,$28.000
7501053200384,VIÑA REAL FRESA SANDIA 2 L.,BAJA GRADUACION,$0.000,$110.000
7501032485764,CARIBE TAMARINDO 300 ML,BAJA GRADUACION,$18.739,$25.000
6648040013990,SKYY BLUE PALOMA TORONJA 275ML,BAJA GRADUACION,$0.000,$33.000
744607007344,NEW MIX MINERAL JIMADOR 473ML,BAJA GRADUACION,$0.000,$34.000
729090003660,PERLA NEGRA JEGS 355ML,BAJA GRADUACION,$21.020,$25.000
7501053673041,VIÑA REAL DURAZNO 473ML,BAJA GRADUACION,$22.000,$30.000
744607008266,JACK DANIEL HONEY LIMONADE  473ML,BAJA GRADUACION,$34.167,$46.000
744607009089,JACK DANIEL MANZANA 473ML,BAJA GRADUACION,$34.167,$46.000
7501055383900,JACK DANIEL´S COCA COLA 473ML,BAJA GRADUACION,$0.000,$46.000
7501772803668,PARIS DE NOCHE 473 ML.,BAJA GRADUACION,$25.000,$32.000
7501772803767,KOSAKO VODKA TAMARINDO 600ML,BAJA GRADUACION,$26.495,$33.000
7501772803705,KOSAKO VODKA GROSELLA 600 ML,BAJA GRADUACION,$26.495,$33.000
849806004887,FOUR LOKO MX  473 ML.,BAJA GRADUACION,$25.000,$35.000
849806002319,FOUR LOKO BLUE 473 ML.,BAJA GRADUACION,$28.000,$35.000
849806001220,FOUR LOKO PONCHE DE FRUTAS 473 ML.,BAJA GRADUACION,$30.010,$35.000
849806002746,FOUR LOKO  PURPLE 473 ML.,BAJA GRADUACION,$28.000,$38.000
7501772803910,KOSAKO MANGO 2LT,BAJA GRADUACION,$76.700,$93.000
7501772803644,KOSAKO VODKA GUARANA PINK 600ML,BAJA GRADUACION,$28.500,$33.000
7501772803989,KOSAKO VODKA BLACK CHERRY 600ML,BAJA GRADUACION,$28.500,$33.000
7501772803729,KOSAKO VODKA DURAZNO 600ML,BAJA GRADUACION,$28.500,$33.000
7501772802852,KOSAKO VODKA PIÑA 600ML,BAJA GRADUACION,$26.308,$33.000
7501053670552,VIÑA REAL MANGO 400ML,BAJA GRADUACION,$21.390,$28.000
7501055381470,JACK DANIEL´S COCA COLA 350ML,BAJA GRADUACION,$26.167,$27.000
7501053670545,VIÑA REAL TROPICAL KIWI 400ML,BAJA GRADUACION,$21.390,$28.000
7501053676059,VIÑA REAL MANGO 400ML,BAJA GRADUACION,$20.555,$27.000
7501053673508,VIÑA REAL SANGRIA 400ML,BAJA GRADUACION,$21.390,$28.000
7501032485078,CARIBE COOLER MANDARINA 300ML,BAJA GRADUACION,$18.333,$25.000
849806003859,FOUR LOKO MANGO 473ML,BAJA GRADUACION,$24.420,$38.000
7501032485597,PERLA PURPURA UVA 473ML,BAJA GRADUACION,$27.481,$38.000
7506192509589,KOOL DRINK DURAZNO ICE 355ML,BAJA GRADUACION,$17.817,$20.000
7506192509602,KOOL DRINK CITRUS 355ML,BAJA GRADUACION,$15.833,$20.000
7506192509596,KOOL COOLER DRINK BLUEBERRY 355ML,BAJA GRADUACION,$17.597,$20.000
7501772803903,KOSAKO VODKA MANGO 600ML,BAJA GRADUACION,$28.500,$35.000
7501032485054,CARIBE COOLER MANZANA 300ML,BAJA GRADUACION,$20.354,$25.000
75010536703099,VIÑA REAL DURAZNO 2 LT,BAJA GRADUACION,$95.870,$110.000
7501053677780,VIÑA REAL TAMARINDO  400ML,BAJA GRADUACION,$19.291,$28.000
664804001092,SKYY ON THE BEACH 275ML,BAJA GRADUACION,$26.477,$33.000
744607008914,NEW MIX CANTARITO 473ML,BAJA GRADUACION,$23.313,$33.000
744607008327,JACK DANIELS AGUA MINERAL 350 ML,BAJA GRADUACION,$30.000,$30.000
7501053675502,VIÑA REAL BLUEBERRY 400 ML,BAJA GRADUACION,$22.570,$29.000
7501772803842,KOSAKO DE UVA 1 L,BAJA GRADUACION,$39.231,$43.000
744607008174,JACK DANIELS GINGER 350ML,BAJA GRADUACION,$30.000,$32.000
7446078409033,NEW MIX PALOMA TEQUILA CON TORONJA 2 L,BAJA GRADUACION,$75.000,$77.000
744607008204,JACK DANIEL GINGER LATA 473ML,BAJA GRADUACION,$35.000,$46.000
7501772801534,KOSAKO MORA AZUL LATA 340ML,BAJA GRADUACION,$16.000,$16.000
744607008358,JACK DANIEL AGUA MINERAL LATA 473ML,BAJA GRADUACION,$34.167,$46.000
744607588904,NEW MIX VAMPIRO 2 L,BAJA GRADUACION,$77.000,$77.000
744607588805,NEW MIX VAMPIRO 350 ML,BAJA GRADUACION,$18.000,$18.000
7501053675304,VIÑA REAL BLUEBERRY 2.6LT,BAJA GRADUACION,$87.000,$140.000
744607840804,NEW MIX PALOMA TEQUILA  CON TORONJA 350 ML,BAJA GRADUACION,$18.000,$24.000
744607002691,NEW MIX PALOMA 473ML,BAJA GRADUACION,$26.042,$34.000
944607000707,NEW MIX VAMPIRO TEQUILA CON SANGRIA  355 ML,BAJA GRADUACION,$22.500,$24.000
082184038338,JACK DANIELS GINGER 350ML,BAJA GRADUACION,$22.910,$32.000
182184002824,JACK DANIELS JENNESSEE HONEY 350ML,BAJA GRADUACION,$22.910,$29.000
7501772803262,KOSAKO MORA AZUL 3 LT,BAJA GRADUACION,$91.714,$125.000
7501772802777,KOSAKO MORA AZUL 600ML,BAJA GRADUACION,$26.308,$30.000
7501053670309,VIÑA REAL DURAZNO 2.6 LT,BAJA GRADUACION,$84.370,$140.000
7501053674505,VIÑA REAL PIÑA COCO 400ML,BAJA GRADUACION,$19.720,$26.000
7501053670507,VIÑA REAL DURAZNO 400ML,BAJA GRADUACION,$22.570,$29.000
7501032485023,CARIBE COOLER TINTO 300ML,BAJA GRADUACION,$20.354,$25.000
7501053670569,VIÑA REAL FRESA SANDIA 400ML,BAJA GRADUACION,$22.560,$29.000
7501052804187,TORRES COLA 350ML LATA,BAJA GRADUACION,$16.000,$20.000
721059712750,SKYY BLUE 275ML ARANDANO,BAJA GRADUACION,$25.250,$33.000
6648040012900,SKYY BLUE 275ML MANZANA VERDE,BAJA GRADUACION,$26.477,$33.000
7501032485238,CARIBE COOLER COSMO ARANDANO 300ML,BAJA GRADUACION,$13.000,$25.000
7501032485030,CARIBE COOLER MANGO PIÑA 300ML,BAJA GRADUACION,$20.354,$25.000
7501032485047,CARIBE COOLER FRESA 300ML,BAJA GRADUACION,$20.354,$25.000
7501032485016,CARIBE COOLER DURAZNO 300ML,BAJA GRADUACION,$18.333,$25.000
849806001213,FOUR LOKO LIMON Y FRESA 473ML,BAJA GRADUACION,$28.000,$34.000
849806001206,FOUR LOKO SANDIA 473ML,BAJA GRADUACION,$28.000,$34.000
7501772801305,KOSAKO MORA AZUL 2 LT,BAJA GRADUACION,$73.111,$104.000
7501053670200,VIÑA REAL DURAZNO 1 LT,BAJA GRADUACION,$48.500,$56.000
2003,VICTORIA MEDIANA 355ML,BAJA GRADUACION,$4.000,$18.000
082184038376,JACK DANIELS LATA COLA 350ML,BAJA GRADUACION,$26.167,$26.000
7501772802340,PARIS DE NOCHE 340ML,BAJA GRADUACION,$14.000,$17.000
849806002005,FOUR LOKO BLACK 473ML,BAJA GRADUACION,$28.000,$34.000
849806001756,FOUR LOKO GOLD 473ML,BAJA GRADUACION,$28.000,$35.000
744607696012,SKYY BLUE 275ML CITRUS,BAJA GRADUACION,$25.250,$33.000
757528003166,CHIPOTLES SABOR CHIPOTLE Y QUESO 80GR,BARCEL,$0.000,$17.000
757528027117,BARCEL CHIPS JALAPEÑO 42 GR,BARCEL,$12.600,$15.000
757528027148,BARCEL CHIPS FUEGO 42 GR,BARCEL,$0.000,$15.000
7500810013250,BIG MIX FUEGO 55GR,BARCEL,$0.000,$10.000
7503030199681,BARCEL CHIPS FUEGO 60GR,BARCEL,$0.000,$20.000
7500810030547,BARCEL CHIP'S CHIPOTLE LIMON 62GR,BARCEL,$0.000,$20.000
7500810017654,BARCEL TAKIS HEXAS QUESO PICANTE 50 GR,BARCEL,$0.000,$10.000
7500810027783,BARCEL PAPAS SAL DE MESA 28GR,BARCEL,$0.000,$10.000
7500810031605,BARCEL TAKIS COBRA 70GR,BARCEL,$0.000,$18.000
7503031361308,CHIPS HABANERO 60 GR,BARCEL,$0.000,$20.000
7500810029336,BARCEL POP CHILIX SANDÍA 90 GR,BARCEL,$12.604,$15.000
7500810028599,BARCEL RUNNERS LIMON Y SAL 72G,BARCEL,$13.420,$15.000
7500810029886,BARCEL GOLDEN NUTS FUEGO 110GR,BARCEL,$16.805,$20.000
7500810024737,BARCEL RUNNERS WATZ INGLESA LIMÓN 42 GR,BARCEL,$8.724,$10.000
7500810029879,BARCEL GOLDEN NUTS FUEGO 78GR,BARCEL,$12.604,$16.000
7500810030042,BARCEL POP BLUE HEAT 45GR,BARCEL,$12.610,$15.000
7500810027691,BARCEL GOLDEN NUTS ENCHILADOS 110GR,BARCEL,$15.560,$20.000
7500810028278,BARCEL WUAPAS SABOR QUESO 75 GR,BARCEL,$16.803,$18.000
7500810027776,BARCEL PAPAS LIMON 45GR,BARCEL,$12.604,$15.000
7500810027714,BARCEL KIYAKIS CLACICOS 60 GR,BARCEL,$8.402,$10.000
7500810027707,BARCEL GOLDEN NUTS SALADOS 110GR,BARCEL,$15.560,$20.000
7500810029053,BARCEL GOLDEN NUTS ENCHILADOS 78 GR,BARCEL,$14.500,$16.000
7500810029046,BARCEL GOLDEN NUTS SALADOS 78 GR,BARCEL,$12.440,$16.000
7500810027752,BARCEL PAPAS ADOBO MEXICANO 45 GR,BARCEL,$11.670,$16.000
7500810027790,BARCEL PAPAS SAL DE MESA 45 GR,BARCEL,$11.670,$15.000
7500810028407,BARCEL RUNNERS BLUE HEAT 72 GR,BARCEL,$11.670,$16.000
7500810024607,BARCEL CHIPS HABANERO 62 GR,BARCEL,$15.287,$20.000
7500810028353,BARCEL TAKIS BLUE HEAT 70GR,BARCEL,$14.000,$18.000
757528037574,BARCEL GOLDEN NUTS SALADOS 78 GR,BARCEL,$11.314,$15.000
7500810020234,BARCEL TAKIS DUOZ 85 GR,BARCEL,$16.805,$20.000
7500810020975,BARCEL WUAPAS SABOR QUESO 52 GR,BARCEL,$11.228,$15.000
7500810027820,BARCEL RUNNERS  FUEGO 72 GR,BARCEL,$12.420,$15.000
7500810027837,BARCEL RUNNERS ORIGINAL 72 GR,BARCEL,$12.440,$15.000
7501030448242,BARCEL MINI TAKIS 35 GR,BARCEL,$8.402,$10.000
757528037567,BARCEL GOLDEN NUTS ENCHILADO 78 GR,BARCEL,$11.381,$16.000
7500810024560,BARCEL CHIPS SAL 62GR,BARCEL,$15.700,$20.000
7500810027813,BARCEL TOREADAS HABANERO 45GR,BARCEL,$11.660,$15.000
7500810027646,BARCEL CHIPOTLES CHIPOTLE Y QUESO 65GR,BARCEL,$12.440,$15.000
7500810022917,BARCEL RUNNERS WATZ FUEGO 42GR,BARCEL,$0.000,$20.000
7500810022924,BARCEL RUNNERS WATZ DE QUESO 42GR,BARCEL,$0.000,$20.000
7500810024553,BARCEL CHIPS JALAPEÑO 62GR,BARCEL,$15.560,$20.000
7500810024546,BARCEL CHIPS FUEGO 62 GR,BARCEL,$15.560,$20.000
7500810024775,BARCEL CHIPS CHIPOTLE LIMON 46GR,BARCEL,$13.071,$18.000
7503022458215,SOL TUBI RUSA  PEPITA 100GR,BARCEL,$0.000,$22.000
7500810016923,BARCEL HOT NUTS PICAMOY 82GR,BARCEL,$11.343,$15.000
7500810023013,BARCEL PAPAS BARCEL LIMON 38GR,BARCEL,$11.761,$14.000
7500810022993,BARCEL PAPAS BARCEL LIMON,BARCEL,$37.800,$50.000
7500810021569,BARCEL PAPATINAS BLUE,BARCEL,$11.670,$14.000
7500810023549,BARCEL WAVES FUEGO 75GR,BARCEL,$16.805,$20.000
757528044138,BARCEL HOT NUTS FUEGO 125GR,BARCEL,$15.560,$20.000
7500810000199,PAPAS BARCEL FUEGO 170 G.,BARCEL,$40.316,$48.000
7500810000175,PAPAS BARCEL ADOBADAS 170 G.,BARCEL,$40.316,$48.000
7500810023198,BARCEL RUNNERS WATZ  QUESO 55GR,BARCEL,$15.560,$20.000
7500810017678,BARCEL TAKIS HEXAS QUESO 65GR,BARCEL,$13.435,$18.000
7500810023181,BARCEL RUNNER WATZ FUEGO 80GR,BARCEL,$15.560,$20.000
7500810017258,BARCEL PAPAS SAL DE MESA 38GR,BARCEL,$0.000,$15.000
7503034673798,BARCEL TAKIS SALSA BRAVA 65GR,BARCEL,$13.435,$16.000
7500810005460,BARCEL GOLDEN NUTS ENCHILADOS 105GR,BARCEL,$13.629,$20.000
7500810020104,BARCEL TAKIS DRAGON SWEET CHILI 65GR,BARCEL,$14.280,$17.000
7500810002643,PAPAS BARCEL FUEGO 42G,BARCEL,$0.000,$13.000
7500810005446,BARCEL GOLDEN NUTS SALADOS 105GR,BARCEL,$15.120,$20.000
7500810003671,BARCEL TAKIS FUEGO 70GR,BARCEL,$16.000,$18.000
757528038205,BARCEL TAKIS FUEGO 200GR,BARCEL,$26.440,$34.000
7500810011928,BARCEL TAKIS HUAKAMOLES 65G,BARCEL,$13.435,$18.000
7500810014349,BARCEL TOREADAS HABANERO 42GR,BARCEL,$10.919,$15.000
7500810011935,BARCEL TAKIS ORIGINAL 65GR,BARCEL,$13.440,$18.000
7500810011492,BARCEL CHIPS JALAPEÑO 46GR,BARCEL,$14.278,$20.000
757528003135,BARCEL TAKIS FUEGO 90GR,BARCEL,$14.000,$20.000
7500810011485,BARCEL CHIPS SAL 46GR,BARCEL,$14.278,$17.000
7500810005064,BARCEL KIYAKIS CLASICO CACAHUATE JAPONES 120GR,BARCEL,$11.670,$15.000
757528044121,BARCEL HOT NUTS ORIGINAL 125GR,BARCEL,$15.560,$20.000
7500810016930,BARCEL VALENTONES FUEGO 175GR,BARCEL,$30.000,$30.000
7500810014363,TOREADAS HABANERO 170 G,BARCEL,$40.316,$47.000
7503032248165,BARCEL CHICHARRON DE CERDO NATURAL 70GR,BARCEL,$25.200,$28.000
75752804412,HOT NUTS,BARCEL,$20.000,$20.000
